id,label,text
1488789_1,NO,"""For VMware, we noticed that there are several places requiring cleanup of staging storage object, which requires a generic approach to thoroughly fix them, and cannot make it in 4.2.0."""
1524006_1,NO,"""OK, this solution sucks, and since people are relying on these scripts instead of using tools like ant, we need to give them the ability to upgrade these tools without having to create a new project."""
1524006_2,NO,"""Any ideas? """
1539694_6,NO,"""I think SSTableDeletingTask is a good spot, I just wasn't sure if that would be appropriate."""
1541857_1,NO,"""Why is it unsafe to share filter in SelectStatement for NQF?"""
1550511_2,NO,"""Looks like you need to report this to the high-scale-lib project."""
1564457_1,NO,"""Nice try :-)  I was Mr I dont believe in magic from the very beginning."""
1564457_2,NO,"""I thought that there are some common cases like tail and head caching or exclusion of columns that could be implemented."""
1564457_3,NO,"""But never mind - maybe the proposed cache is all greatness."""
1564457_5,NO,"""So to prevent a rude awakening for some users it might be cool to provide some means (config or whatever) that works similar as the current version."""
1564457_6,NO,"""Or at least schedule this for a release which allows for a downgrade."""
1567293_3,NO,"""Gotta show off the shinies first, of course."""
1572610_3,NO,"""So we convert Scanner back into an Iterator over a lazily fetched Slice subclass?"""
1578235_1,NO,"""Disagree."""
1588978_10,NO,"""For *all* this protocols/endpoints, Camel already offer consumers."""
1598805_1,NO,"""Closing all 1.6.0 issues"""
1617796_8,NO,"""I'm very, very keen on preserving backwards compatibility."""
1628616_1,NO,"""The Calculator sample now works with SimpleAxisServer."""
1642698_1,NO,"""Is there any documentation how to use axis2-wsdl2code-maven-plugin, with jibx binding, and how on hell you define  xmlns:tns from you binding file"""
1646110_4,NO,"""Do you think you can make us a minimal test case which demonstrates the problem?"""
1658506_2,NO,"""Please close AXIS-2271 if that patch is taken."""
1660328_9,NO,"""Are we on the good path..."""
1710387_1,NO,"""hi Dan!!"""
1718151_1,NO,"""Wow, sure!"""
1729265_5,NO,"""This practice in general seems really confusing to me, this bug is refed in the 1.5.0 release notes tagged in svn. """
1729498_1,NO,"""I think all properties and permissions should be maintained."""
1778787_1,NO,"""Well I'm not sure what was happening, but I just upgraded to Spring 1.2 final and this issue does not happen anymore."""
1778787_3,NO,"""It really *did* happen in an earlier version though...."""
1787887_1,NO,"""I disagree."""
1787887_2,NO,"""The manual should provide sufficient insight into the important use cases."""
1787887_3,NO,"""People tend to review javadoc when things don't go as expected or are unclear."""
1787887_4,NO,"""In my case, I wrote a custom filter, fucked around with the configuration getting it to work, which means you really have to get into it."""
1787887_5,NO,"""etc."""
1787887_6,NO,"""2,5 hours gone."""
1787887_7,NO,"""I reviewed javadoc but, right or wrong, I didn't come across this."""
1787887_8,NO,"""Google was also strangely quiet."""
1796476_1,NO,"""I'm new to Spring Integration, so forgive me for the stupid things I might say."""
1800179_1,NO,"""stupid autoresize option doesn't resize it correctly"""
1805685_3,NO,""") - it should be in AJDT in a couple of days."""
1817942_1,NO,"""I am sufficiently archaic as to have only a pre-ANSI-C K&R."""
1817942_2,NO,"""You can put *expressions* separated by commas in a for, even back then:    for (i=1, j=100; i<j; i++, j--)  But I guess that the tweak to allow *declarations* there only has one."""
1825414_1,NO,"""I was surprised to see this issue still getting so much commentary."""
1825414_2,NO,"""I'm going to jump back to Robert's initial pushback here:  ""1."""
1825414_21,NO,"""I understand job execution creation needs to be atomic, but I don't think it implies the whole logic around creating job execution must be handled by repository."""
1825414_3,NO,"""Using technical tricks like automatically appending parameters to create unique JobInstance makes alarm bell ring - we should not be trying to do clever arbitrary things in classes that form the foundation of the framework."""
1825414_4,NO,"""If job instance has a lifecycle that ends with first successful execution we should refuse to start the same job instance ever after."""
1825414_6,NO,"""We described before that there are times that operators, for whatever reason, what's to restart a job with the same instance."""
1825414_7,NO,"""It could be something as stupid as accidentally deleting the output file."""
1825414_8,NO,"""So it's like getting a new copy."""
184201_7,NO,"""My bad."""
187748_25,NO,"""My  apologies for the confusion."""
190531_1,NO,"""Same goes for fontSize and fontWeight and other font styles."""
192370_6,NO,"""But on the other hand I also think, if the processor has to do this initialization activity (i.e."""
195182_1,NO,"""Yeah it helps, though I was more questioning whether there's not already a boolean that keeps track of this, but apparently not."""
1990074_2,NO,"""Seems a bit restrictive to me that using rich:comboBox with s:convertEntity only displays entity IDs in the combo."""
1990074_3,NO,"""""rich:comboBox is not a select component by nature"" - so what is it then if it's not used for selecting stuff?"""
2014921_1,NO,"""Guys this defect is 5 years old now."""
2024396_2,NO,"""If it's a regression, please open a new ticket."""
2059085_1,NO,"""Yeah, I didn't mean to imply that setting a null value was the problem, which is why I changed my comment to denote the problem was actually in the federated connector."""
2059085_2,NO,"""It appears to be a simple cast to the wrong type (from a copy/paste error during coding)."""
2077144_3,NO,"""I'll copy that into a LICENSE.txt file."""
2085431_3,NO,"""Thanks."""
2096621_1,NO,"""Sorry..."""
2096621_3,NO,"""The instructions are fine."""
2096621_4,NO,"""Not sure how I got that all wrong."""
2096621_5,NO,"""Sorry again."""
2127189_3,NO,"""Note to self: Always check for platform-dependent behavior!"""
2127189_4,NO,"""I've tested with Ruby 1.8, Ruby 1.9, JRuby, and even Rubinius, but all on Linux."""
2127189_5,NO,"""This lack of proper documentation on the standard Ruby API drives me mad."""
2127189_7,NO,"""Should this be raised to Ruby core folks to get the clarification?"""
2132048_2,NO,"""Someone either needs to write a custom XSD and link it to the document or we need to disable validation for those examples pending another solution."""
2148299_1,NO,"""This request is unclear."""
2148299_3,NO,"""Why are you asking us for samples?"""
2153268_2,NO,"""I'm reopening the issue, and Graeme will attach a new key which should be an OpenSSH SSH2-DSA key hopefully."""
2153268_3,NO,"""Crossing fingers..."""
2162609_2,NO,"""Looking forward to your patch."""
2181040_10,NO,"""Nobody is able to tell what will happen here if something does not work."""
2181040_12,NO,"""Additionally... GroovyShell doesn't care about threading."""
2181040_13,NO,"""And even if it would be, who makes sure that the context loader at the time the shell was created is the same as the context loader at the time the shell is used?"""
2181040_14,NO,"""Can we even be sure that the thread is the same?"""
2181040_15,NO,"""Logic like that has nothing to do with GroovyShell in my eyes."""
2181040_16,NO,"""If a threaded management is needed, then a new class should be used, that ensures the conditions are fulfilled.... that is at last that the context loader is unchanged."""
2181040_17,NO,"""I know, in your webapp this condition might be fulfilled, but GroovyShell is not special to web applications.  """
2181040_2,NO,"""GroovyClassLoader does not know Groovy classes, the parent *must* know them."""
2181040_3,NO,"""Because of that the default parent is the same loader as the loader that loaded the class GroovyShell - this loader knows the groovy classes."""
2181040_4,NO,"""Setting the context class loader would require a test if the context loader knows Groovy classes and if this class is the same as the expected loader... what do we do if that is not the case?"""
2181040_5,NO,"""Throw an exception?"""
2181040_6,NO,"""I don't want to put too much magic in the classloader structure, because it becomes messy as hell in an instant."""
2263196_2,NO,"""Maybe first see the results of the discussion at: http://www.nabble.com/Undocumenten-constraints---consistency-of-templates-td21863067.html"""
2264018_1,NO,"""Thanks for the info David."""
2264018_3,NO,"""I'll make that change and close the issue."""
2350557_1,NO,"""Woo hoo!"""
238731_1,NO,"""Why attach the page?"""
2418584_6,NO,"""In other words, using the setGenerateImportedSchemas() setter or not obviously makes a difference, and given the fact that your main XML schema imports/includes the other one, I'd suggest that you change your code generation strategy."""
2418584_7,NO,"""That's basically all I am saying."""
247770_1,NO,"""I know this is a closed issue but here goes anyway."""
248234_2,NO,"""First, there are some backwards compatibility concerns."""
250193_1,NO,"""Clearly you don't understand the goals of Velocity or this is one hell of a humor piece."""
291420_2,NO,"""Is this according to the spec?"""
291420_3,NO,"""Do I miss something there?"""
302211_9,NO,"""Of course, in the end, I'm not the one you need to convince, as I'm not a maintainer :)"""
303755_1,NO,"""The ci server does not close issue only comments on them, I closed this issue."""
305928_1,NO,"""This is a really cool idea, but I don't think this is going to make it into TRUNK before the 0.4 branch gets cut."""
307884_1,NO,"""Forgot ASF grant."""
319373_1,NO,"""Duplicated here TAP5-1017"""
322581_3,NO,"""It was my mistake."""
327900_1,NO,"""I'm sorry for making it confusing."""
337057_1,NO,"""Fixed in nightly build 20020623."""
349845_2,NO,"""The reason the tests weren't failing is because i was an idiot and hadn't configured the queryResultCache properly in the test configs."""
349845_3,NO,"""now that i've made the tests fail, i can finally start trying to figure out why the tests fail."""
351191_2,NO,"""SOLR-5232: SolrCloud should distribute updates via streaming rather than buffering."""
362807_2,NO,"""Maybe instead of overlays, try configuring maven-war-plugin {{<packagingExcludes>}}: http://maven.apache.org/plugins/maven-war-plugin/examples/skinny-wars.html"""
363144_7,NO,"""I wonder if we could do some sort of auto-detect  I'll poke -- getStream().mark()/reset() can probably work for XML/JSON but it may break things for javabin """
367902_1,NO,"""Erick,   First of all, anyone upgrading should examine CHANGES.txt which would certainly have a note on this explicitly in the upgrading section of that document."""
367902_2,NO,"""Secondly, most point-release upgrades people do are ones in which the config stays the same."""
367902_3,NO,"""Thirdly, the scenario you present in which someone copies a subset of their 3.5 schema would only error if that person ALSO chose to omit the defaultSearchField declaration -- but why would they do that?"""
367902_4,NO,"""Besides, I don't think there should be any expectation of ""it'll just work"" if you copy some arbitrary subset of an old schema into a new example config."""
367902_6,NO,"""If that's true, it'd be nice if we had a standard way to annotate such code so we can methodically remove the old stuff."""
367902_7,NO,"""""@deprecated"" isn't enough because it's just at the method/class level, not an internal if branch."""
369046_1,NO,"""{quote} you lost me there ... they can use the exact same configs – that's kind of the point: testing the exact example configs as we ship them (with <lib/> declarations that point at dirs which may or may not contain jars depending on what contribs are built; and request handler / response writer declarations configured that use lazyloading to dynamic load things as needed."""
371904_1,NO,"""Ah - i jumped the gun on you."""
371904_10,NO,"""This has been the history of Lucene and the thing about the project that I admired most - heavy hands where checked at the door."""
371904_11,NO,"""I'm no angel, and I'm not perfect about this myself."""
371904_12,NO,"""But I still try and police it because I think its important."""
371904_2,NO,"""That is useful advice (call me biased if you'd like)."""
371904_3,NO,"""Honestly, there is no way around this issue - of course we must discuss and come to some solution regarding Lucene/Solr at this point."""
371904_6,NO,"""In the past, I have enjoyed working with everyone here."""
371904_7,NO,"""My personal beef in this issue is not with that though - I simply am very offended by heavy handed reverts and such."""
371904_8,NO,"""I feel the same way about JIRA."""
371904_9,NO,"""Words before action in my book - many words - hard as that can be for all of us sometimes."""
400595_2,NO,"""explanation on SM-623"""
430584_2,NO,"""Should this issue be closed?"""
441150_1,NO,"""Didn't we just do this a month ago?"""
463810_3,NO,"""Thus, the case is closed as non-reproducible."""
485193_1,NO,"""The included things (usually chars or tokens) in the span are represented here as an interval and the end point is excluded."""
485193_2,NO,"""Have a look here: https://en.wikipedia.org/wiki/Interval_(mathematics)#Excluding_the_endpoints"""
485900_4,NO,"""If the dictionary were created with the flag to true, then all entries would use a case sensitive comparison."""
492465_2,NO,"""This JIRA will be closed."""
510646_2,NO,"""I think this is the third one you created in the same day?"""
511125_1,NO,"""HI Anahita,  Your patch tested successfully."""
512297_1,NO,"""Hi Amardeep,  Are we sure that this does not introduce any side effects, regressions?"""
520534_1,NO,"""Hi Jacques,  The http*.jar are Release 4.0."""
528244_2,NO,"""So now I have convert again all the head3 to h3 and now seams to me better."""
568358_1,NO,"""hi charlie,  if you request this feature for myfaces-core (the jsf impl itself), you have to file the issue at https://issues.apache.org/jira/browse/MYFACES  regards, gerhard"""
571429_10,NO,"""A message is already logged."""
571429_11,NO,"""Continue processing is the right way i think."""
571429_2,NO,"""@ 1."""
571429_4,NO,"""It's a feature which seems to be enabled by default."""
571429_5,NO,"""Its implemented in a normal release."""
571429_7,NO,"""@2."""
571429_8,NO,"""That would be a improvement in trinidad, but that doesn't solve the core problem in MyFaces."""
571429_9,NO,"""@3."""
576635_2,NO,"""I will make the change for 2.2."""
579540_2,NO,"""That's why I need to ask questions now when I want to understand the current logic (as it is not logical for me)."""
579540_4,NO,"""If I put my hands in the code to fix stuff myself I will probably introduce something that is illogical for you (e.g."""
579540_5,NO,"""the logical solution to me was to add the methods to the interface) so I guess I did the right thing opening this bug and asking for your opinion and I can't accept your ""for the sake of sweet Jesus"" in reply."""
580699_4,NO,"""In many ways, I think that the support for 3rd part performance and health monitoring is already there."""
609839_2,NO,"""My misunderstanding."""
613205_10,NO,"""5% seems pretty low."""
622456_1,NO,"""We can use a BlockingQueue to make the patch simpler"""
631497_4,NO,"""I think we should distinguish between the two"""
642894_2,NO,"""I think this is pretty close to being ready."""
643910_1,NO,"""{quote} viewColumn v.s."""
643910_5,NO,"""{quote}  Neither of these produce a copy."""
655910_14,NO,"""it's not a merge setting and I think it's rather confusing today since we take the merge setting and use it for indexing."""
661044_5,NO,"""More tomorrow."""
661139_1,NO,"""Same for the settings.xml with cleartext password (this caused my initial 401 problem, no way in hell im leaving such a thing around on my computer)."""
661139_2,NO,"""Maybe ant could read the password like it does for GPG and handle this for us?"""
663103_4,NO,"""Thats why I think its good to keep them (of course as short and minimal as possible)."""
670169_6,NO,"""I think if you use either LogDoc/ByteSizeMergePolicy, forceMerge also does what it says."""
673988_4,NO,"""It's great to see you've gotten the ball rolling Chris."""
680798_23,NO,"""{quote}  I fail to see why that is a bad thing if we're looking at the rare scenario of having to postpone the sorting decision to search time."""
681152_3,NO,"""If we're so bent on backcompat, I suggest deprecating one of these methods now and removing it in next major release."""
681354_3,NO,"""The patch also removes FreqProxMergeState, because we don't have to interleave posting lists from different threads anymore of course."""
684394_3,NO,"""Easy to say we can come back to this, easy not to."""
691763_2,NO,"""ConstantScoreQuery and FilterQuery need to AND the filters   together."""
699597_17,NO,"""It uses a parallel benchmark that roughly models what our real-life benchmark is like."""
704598_2,NO,"""I'll be happy to edit the wiki when I get this resolved!"""
708322_3,NO,"""Too bad we don't have the power to do that... ;-)  Here's what I think should be happening:  Internally, absolutely everything should be handled UTF-8 for consistency's sake."""
711826_6,NO,"""Nobody has any permissions unless explicitly granted."""
711848_5,NO,"""While I am not a spokesperson for my employer, by my assessment their interests are aligned with mine -- they sponsor my work, and as a consumer of the products that I contribute to, it would be bad for them if their investment were to be harmed."""
735158_6,NO,"""and close this issue ?"""
740211_1,NO,"""How should integer division work for decimals and floating point?"""
740211_2,NO,"""e.g."""
740211_3,NO,"""should the following be true?"""
740211_4,NO,"""4.5 quotient 1.5 => 3 5.9 quotient 1.5 => 3 """
742851_7,NO,"""OFFSET X LIMIT N  (slice X _   (top (N ...)     (...)   ))  that is, put a slice over the ""top"" and apply the top to N+X."""
746297_20,NO,"""I will make the change."""
784385_13,NO,"""I think I would be happy with a process where a weinre build is kicked off for every commit to master."""
795061_1,NO,"""Hi,  Could u please change the moderator of this list to, Davanum Srinivas : dims@apache.org  Chamikara"""
799225_1,NO,"""Okay, ""unfortunately"" nothing  abnormal there."""
807596_1,NO,"""Hi John,  I would agree, using object notification is probably a cleaner way to do this."""
850349_9,NO,"""Otherwise, the constant will be converted   to DOUBLE."""
875830_2,NO,"""{quote} Dear Azuryy Yu,  This message acknowledges receipt of your ICLA, which has been filed in the Apache Software Foundation records."""
890867_3,NO,"""Contributed by Ashish Singhi."""
900441_1,NO,"""It will be taken care as part of HADOOP-7642."""
921721_4,NO,"""I think the rename should follow the same pattern."""
954089_6,NO,"""If so, make the formatting same as it is for rest of codebase on commit?"""
957374_1,NO,"""Which API at the thrift client you are referring?"""
977944_2,NO,"""Neither is the rest of this."""
980254_1,NO,"""I'll make an updated patch."""
987792_3,NO,"""I think this is what caught me the first time I tried this"""
988452_2,NO,"""I'm going to close this out."""
711843_1,NO,"""Marvin, I've clogged these lists too often today, so I'll just say this to you. """
711843_2,NO,""" Under copyright law there are several potential kinds of damages one can obtain for infringement.  """
711843_3,NO,"""The only forms of damage that make practical litigation sense in the FOSS world are *statutory damages* and *attorney's fees*. """
711843_4,NO,"""To obtain those kinds of damages, a copyright notice is required. """
711843_5,NO,"""(There are other requirements for these types of damages also, all described in 17 USC 401 et seq.) OTOH, if you want to waste your time proving *actual infringement damages* for free software, don't bother with a notice, but also don't bother trying to find an attorney to argue your case.  """
512383_1,NO,"""Forgot to close"""
1149971_1,NO,"""I forgot to resolve this bug."""
1028436_4,NO,"""I think there is enough there to close the issue."""
1530839_2,NO,"""sigh."""
1410525_13,NO,"""CASE_SENSITIVE boolean=> TRUE    9."""
212942_1,NO,"""Ummm, did you forget to annex the patch Toby?"""
1320755_2,NO,"""You cannot load classes from a bundle after the framework shuts down."""
1533424_3,NO,"""Of course, none that should really matter ."""
1659889_4,NO,"""Of course this means that I can't compile/build the code using AxisRC3."""
579996_11,NO,"""Clearly, one Visitor interface just can't satisfy everyone."""
910759_5,NO,"""This is going to be a big performance hit."""
352557_4,NO,"""Committing shortly."""
948263_4,NO,"""Any objections to committing the security.rb part from the trunk patch to the 0.95 branch now?"""
248803_8,NO,"""Like skip.jar.loading= true once ---> Proposed behaviour."""
582733_1,NO,"""Is not really needed I guess."""
953981_7,NO,"""Then, what's the story for code reuse for different flushers."""
997096_12,NO,"""""else { this.services.getAssignmentManager().assign(e.getKey(), true); }"" is called for another assignment."""
810726_1,NO,"""OK."""
1216174_1,NO,"""It is ok for goog.requires to be missing."""
1216174_3,NO,"""It is not ok for the interface reference not be fully qualified."""
675571_1,NO,"""OK, done, added some more javadocs as well."""
681403_5,NO,"""), then I'm ok with that as well."""
253901_1,NO,"""Ok."""
754664_1,NO,"""OK to commit to 1.4.4"""
904000_5,NO,"""Also, I find the name ""stillGoodJournals"" confusing, because when a journal was found to be bad, in the ""// do the sync"" block, it isn't removed from the ""stillGoodJournals"" list."""
948729_4,NO,"""With balancer initialy at true: {code} hbase@node3:~/hbase-0.94.3$ bin/graceful_stop.sh --restart --reload --debug node6 Disabling balancer!"""
1468545_4,NO,"""I just hope it does wait forever on sockets or anything stupid like that...  but we'll see."""
165429_10,NO,"""Unrelated, should the PBImpls be moved from yarn-api to yarn-common (They're private anyway)."""
165429_31,NO,"""Unrelated, should ApplcaitionTokenIdentifer be renamed to something like AMTokenIdentifier ?"""
914301_3,NO,"""This also seems pretty reproducible."""
1412206_5,NO,"""if (!jj_semLA || jj_3R_60()) return true;     if (jj_3R_61()) return true;     return false;   }  The simple fix could be to wrap the lookingAhead assignment  after the call within finally block."""
1400871_21,NO,"""The true   usages are found in calls to executeSubstatement now."""
1456980_1,NO,"""@filipe I forgot the case where includes are in include/js (or mozjs)."""
894752_2,NO,"""audit warning seems to be due to ""hadoop-hdfs-project/hadoop-hdfs-httpfs/dev-support/findbugsExcludeFile.xml""   javadoc warnings also seem to be unrelated. """
339913_2,NO,"""But, if the expression isgraph(wctob(wc)) evaluates to true (which cannot occur for wc == L' ' of course), then either iswgraph(wc) or iswprint(wc) && iswspace(wc) is true, but not both."""
1379910_17,NO,"""If that's not true, then you can pretty much ignore everything in this particular comment..."""
1124113_2,NO,"""It just depends upon how smart the plug in framework and the actual plug in is."""
1171690_5,NO,"""Plus, of course you don't have to hardcode the name of the jarfile."""
1148330_21,NO,"""Currently, we just assume it might be a laggard and thus isSlowTracker() will return true."""
439302_13,NO,"""Rajith: This is actually not true."""
999470_1,NO,"""@ Thomas  Your framework is available?"""
220343_1,NO,"""The latest  patch for SimpleURIResolver and resolver framework."""
610778_1,NO,"""Matt, what's the cut-off date for providing a patch?"""
1471705_6,NO,"""br, Matt"""
523917_4,NO,"""*.. info.ftl might have confused you :)  Divesh"""
1133185_1,NO,"""> I'm confused."""
647874_1,NO,"""Pretty fancy."""
629125_2,NO,"""Though it is still a possibility, it is pretty corner-case."""
1734902_1,NO,"""I think there were a mistake."""
1013237_40,NO,"""Of course this is debatable."""
1393183_2,NO,"""Of course, I have en_US for my locale."""
1462538_7,NO,"""For testing purposes of course...  """
1473345_1,NO,"""True enough...."""
1191331_1,NO,"""This is also true for ""ACCT"", ""MLSD"", ""OPTS"" and ""REIN"""""
1088268_2,NO,"""That is not true."""
185641_19,NO,"""Default is true."""
252097_5,NO,"""Therefore Visa.matches() will now return ""true"" for Mastercards, too."""
916011_4,NO,"""Yes, that's true."""
927444_147,NO,"""True."""
376487_1,NO,"""Definitely true!"""
1028804_2,NO,"""Pull it back in if you think different."""
1354462_3,NO,"""But that's of course completely unrelated to your patch."""
762102_1,NO,"""duplication of such a small amount of trivial code is far less evil than yet another dependency."""
1344288_1,NO,"""This might be a stupid comment but shouldn't ""keyDerivationeterceptor"" be ""keyDerivationInterceptor""?"""
808440_2,NO,"""HttpClient stock code is JDK 1.2 compatible (hell 1.2 is old)."""
1029986_18,NO,"""The first step is of course selling us through our site."""
1542459_1,NO,"""Brandon's pretty confident, but I'd rather not cram it into a minor release just in case there's something we missed.  """
1494522_3,NO,"""I encounter the same NullPointerException in the 4.1.0 source code release, but currently I don't have a git 4.1 environment to verify it."""
921876_1,NO,"""Matt, are you still working on this?"""
1212414_2,NO,"""But in any case, please keep things simple and stupid :)  """
354030_1,NO,"""James, I think it is time to do some of the tasks that you have outlined and I'm willing to do the work."""
616442_11,NO,"""I'm fairly convinced that signing is the only way to go without turning the knobs so far up that the AM is pretty useless (no images!"""
1525684_2,NO,"""Start an app with all network connections off and try to do a console.log(navigator.onLine) and it will return true."""
802775_3,NO,"""Please do not forget about adding the ASL header to all new classes."""
422950_6,NO,"""Matt"""
426359_10,NO,"""Matt"""
563727_3,NO,"""I will take this into account of course."""
642690_1,NO,"""Ah of course."""
333667_5,NO,"""Are there other parts of your app that interact with or manipulate the ""course"" bean or its ""labKits"" collection?"""
247877_5,NO,"""The name for all of them was thus pretty obvious, except for engine.evaluate(...) and #evaluate(...)."""
1138883_2,NO,"""Must have been confused."""
1142125_4,NO,"""Of course, that would be a separate bug..."""
797050_1,NO,"""Of course, I meant 2.1.8 beta, not 2.1.8 dev."""
1188068_7,NO,"""This seems backward to me (but of course I'm no expert in this area)."""
812311_2,NO,"""Specially the framework."""
1079285_3,NO,"""This may fit for Pregel, but not for our Framework, since our communication is much more expensive."""
1043215_2,NO,"""Patch is pretty trivial, but gives +15% on MT/SerialBench on 2-core Core2."""
752788_1,NO,"""OK, works for me."""
948627_2,NO,"""Please re-open if I'm confused."""
577959_2,NO,"""I must admit I'm a little confused by this one."""
901480_2,NO,"""You mixing fd and HostComparator confused me."""
974296_8,NO,"""Otherwise the HTable and the HConnection will get very confused."""
291117_1,NO,"""Of course, there is no NotNullException."""
582041_2,NO,"""of course, it could be built on the fly..."""
697378_2,NO,"""Of course, this only applies if someone where to finish 831 and it where accepted..."""
183938_7,NO,"""Of course if you're writing your own serializer, it's your responsiblity to deal  with this appropriately."""
736235_23,NO,"""After a while that .api package will get pretty crowded too."""
923019_2,NO,"""I will post a new patch pretty soon."""
526030_1,NO,"""Framework translations in rev 701679. """
806565_1,NO,"""How about a slightly different take?"""
797855_2,NO,"""Damn copy/paste programming."""
753589_1,NO,"""Pretty impressive."""
884638_2,NO,"""If so, that's a pretty bad admin experience."""
1180608_9,NO,"""It seems pretty reliable."""
739574_14,NO,"""I think the ability to hotswap a valve or even an entire pipeline, real-time is pretty damn kewl!  """
1396355_1,NO,"""Well, your static analysis seems pretty persuasive to me."""
582207_1,NO,"""What mocking framework should be used for the webui?"""
1064886_7,NO,"""The framework is incomplete without it."""
344362_1,NO,"""In revision 1064741, the framework is functional and activated for the enhancer."""
675492_4,NO,"""At least it was intuitive for me, and I am pretty new to all this."""
1027863_2,NO,"""Is there a way to stop the hbase with the regionserver dead?"""
142826_1,NO,"""If I am not wrong, the follower that is stuck never accepts the leadership of the Leader in the ensemble, because it is an established ensemble and it sees no quorum in it."""
934190_2,NO,"""The 0.95 branch is dead and defunct."""
305075_4,NO,"""I'm assuming it's bytes since the variables are named 'buf', as opposed to the 'str' names used in the protocol APIs, but want to double-check."""
1629813_2,NO,"""But I didn't get any memory errors."""
1110621_4,NO,"""It was confusing for me too."""
371565_1,NO,"""Hmmm... confusing."""
525362_4,NO,"""Doing things based on an organizationPartyId associated with the user is BAD BAD BAD, and basically kills the multi-organization support in OFBiz."""
1195552_1,NO,"""I deleted the original attached files because they contain company informations that I'm not allowed to disclose."""
942970_16,NO,"""So I'm totally +1 for the HBASE-8723 patch."""
1010631_15,NO,"""The verification of state over in timeout monitor before acting is another aspect?"""
544748_3,NO,"""The number of failed tests is pretty high compared to last time's performance (67 bad vs 3 last time)."""
559554_2,NO,"""Too late I'm away to bed and have lost concentration."""
746320_6,NO,"""Converting to a double[ ] is where the precision is lost."""
691777_3,NO,"""And PayloadTermQuery lost an ""if (includeSpanScore)""?"""
706410_3,NO,"""I'll have to bisect the revision since when it is broken and this could take some time."""
255447_1,NO,"""The CDE is using the base UIMA framework to get the metadata."""
720901_17,NO,"""However I'd be interested if later, this functionality can also be used by ServiceMix, i.e."""
368737_2,NO,"""It's named .gitignore which may be confusing."""
918780_3,NO,"""The original replica of RUR may in finalized state."""
1409700_7,NO,"""I just noticed that!)"""
1453222_1,NO,"""volatile prevents the variables from being cached in the registers and creates a memory barrier, so that's not that surprising to see an impact on the performances."""
1321602_1,NO,"""The Felix framework does not support exporting/importing the default package."""
507011_1,NO,"""Yep my bad too - I didn't look and was just guessing at what the problem was."""
483210_6,NO,"""- the computedHashCode() didn't use the a single ""qualifier"", now it does."""
255447_3,NO,"""Even during the full-blown ""validation"" of the descriptors (done just before ""saving""), the CDE is invoking the base UIMA framework in  special mode to prevent instantiation."""
906649_3,NO,"""Move startTime from DecommingStatus to DatanodeDescriptor so startTime could be used to represent either decommissioning or dead start time; 2."""
1583673_2,NO,"""once this error occurs, the route cannot be used any more."""
725456_3,NO,"""However controller passing live brokers minus shutting down brokers as live leaders in the LeaderAndIsrRequest sounds like a premature optimization and a bug."""
202285_1,NO,"""The memory stream transformation core-dump was the same case (rb_tree - erase)."""
1399966_4,NO,"""However, the statement still performs a full scan of SUMMA_RECORDS, which sounds sub-optimal."""
413737_3,NO,"""> Actually I just noticed something when trying to commit."""
237419_1,NO,"""Wicket 6 now features an experimental module that integrates the Atmosphere framework (wicket-atmosphere)."""
583240_26,NO,"""Then the algorithm gets lost as it did not expect this discontinuity."""
1021722_2,NO,"""A single table could be made up of many thousands even hundreds of thousands of regions?"""
989452_1,NO,"""bq.In order to maintain different states at which we are in while creating table should we go for a special node under the table znode or can we add new states to the existing table states like (DISABLING, ENABLING, DISABLED etc) IMO go with separate node."""
366820_1,NO,"""Some further bug tracing shows that pdfbox' RandomAccessBuffer is responsible for the Out of Memory error."""
1019790_1,NO,"""#2 wontbe so bad... filters are pretty deep and will be just as efficient as hacking scan query Matcher I think."""
590292_19,NO,"""Maybe you want to do shuffle in this way: Firstly, copying remote map outputs and store the shuffled segments into memory as usual."""
801620_6,NO,"""The outer read can continue for a much longer period of time."""
1389191_4,NO,"""The fix is only disabled on releases prior to 10.8.2, on the assumption that the fix gets into the upcoming 10.8.2 release."""
1539141_7,NO,"""Note that I wouldn't be totally opposed on adding additional support for the dot notation on inserts (provided all fields are indeed given) for symmetry/convenience."""
1732312_3,NO,"""I don't know that there's an alternative that would be less invasive than reverse logical time."""
660357_16,NO,"""I don't quite see why the attached implementation would do more heap operations, but I agree that it could be slower due to lengthier/more complex loops, a few more if statements etc."""
306574_2,NO,"""So what this patch does is totally revamps the makefiles for erlang."""
1415533_4,NO,"""If I get to this first I will make the ""frameworks"" fix as well."""
906649_5,NO,"""Show time since declared as dead on the deadnode web UI."""
583240_34,NO,"""just after the event) is the opposite of the sign just before the event."""
177189_6,NO,"""The times will be grep'ed and used for inspection in Excel."""
513172_7,NO,"""Unfortunately, the xml parser in use is event based, in the wrong direction(push instead of pull), so the bulk of the change is flipping that around."""
1609208_5,NO,"""2) The ZKVersion used in the <topic,region> map is used to guard against the case different hub-server use the map at the same time (or interleaved)."""
575940_2,NO,"""html/ext/HtmlInputHiddenTag.java is pretty simple, all of the functionality is in its base class. """
797295_2,NO,"""Do you have a different desired text change, or is it dead?"""
696894_1,NO,"""gcc 4.3.1 is out since June 2008, so the workaround is no longer needed."""
1702700_2,NO,"""The KahaDBStore.getDestinations() method looks as though it would be pretty heavy, performance wise."""
